"department","course","section","author","bookImage","edition","isbn","title","publisher","price","forRent","print","subscriptionTime"
"ACG","2021","0001","Kimmel","//bkstr.scene7.com/is/image/Bkstr/9781118162286","7th","9781118162286","Financial Accounting (w/out Access)","John Wiley & Sons, Incorporated",132.8,true,true,
"ACG","2021","0001","Kimmel","//bkstr.scene7.com/is/image/Bkstr/9781118162286","7th","9781118162286","Financial Accounting (w/out Access)","John Wiley & Sons, Incorporated",249,false,true,
"ACG","2021","0001","Target Packet - Paterson","//bkstr.scene7.com/is/image/Bkstr/14914741","N/A",,"ACG 2021","TARGET PRINT AND MAIL (TLH)",33,false,true,
"ACG","2021","0010","Kimmel","//bkstr.scene7.com/is/image/Bkstr/9781118162286","7th","9781118162286","Financial Accounting (w/out Access)","John Wiley & Sons, Incorporated",132.8,true,true,
"ACG","2021","0010","Kimmel","//bkstr.scene7.com/is/image/Bkstr/9781118162286","7th","9781118162286","Financial Accounting (w/out Access)","John Wiley & Sons, Incorporated",249,false,true,
"ACG","2021","0010","Target Packet - Paterson","//bkstr.scene7.com/is/image/Bkstr/14914741","N/A",,"ACG 2021","TARGET PRINT AND MAIL (TLH)",33,false,true,
"ACG","2021","0011","Kimmel","//bkstr.scene7.com/is/image/Bkstr/9781118162286","7th","9781118162286","Financial Accounting (w/out Access)","John Wiley & Sons, Incorporated",132.8,true,true,
"ACG","2021","0011","Kimmel","//bkstr.scene7.com/is/image/Bkstr/9781118162286","7th","9781118162286","Financial Accounting (w/out Access)","John Wiley & Sons, Incorporated",249,false,true,
"ACG","2021","0011","Target Packet - Paterson","//bkstr.scene7.com/is/image/Bkstr/14914741","N/A",,"ACG 2021","TARGET PRINT AND MAIL (TLH)",33,false,true,
"ACG","2071","0001","Garrison","//bkstr.scene7.com/is/image/Bkstr/9781259995385","16th","9781260940558","ACG 2071 IA: FOLLETT DPF ECOMM Connect for Managerial Accounting 180 DAYS ACCESS ENTRP","McGraw-Hill Higher Education",112.25,true,false,"180"
"ACG","2071","0002","Garrison","//bkstr.scene7.com/is/image/Bkstr/9781259995385","16th","9781260940558","ACG 2071 IA: FOLLETT DPF ECOMM Connect for Managerial Accounting 180 DAYS ACCESS ENTRP","McGraw-Hill Higher Education",112.25,true,false,"180"
"ACG","2071","0003","Garrison","//bkstr.scene7.com/is/image/Bkstr/9781259995385","16th","9781260940558","ACG 2071 IA: FOLLETT DPF ECOMM Connect for Managerial Accounting 180 DAYS ACCESS ENTRP","McGraw-Hill Higher Education",112.25,true,false,"180"
"ACG","3101","0001","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260310177","Intermediate Accounting  (RRMCG)","McGraw-Hill Publisher Rental",70,true,true,
"ACG","3101","0001","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260310177","Intermediate Accounting  (RRMCG)","McGraw-Hill Publisher Rental",70,true,true,
"ACG","3101","0001","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260481952","10th","9781260481976","Intermediate Accounting","McGraw-Hill",61.5,true,false,"180"
"ACG","3101","0001","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260481952","10th","9781260481976","Intermediate Accounting","McGraw-Hill",77.5,true,false,"360"
"ACG","3101","0001","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260481976","Intermediate Accounting","McGraw-Hill",100,true,false,
"ACG","3101","0002","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260310177","Intermediate Accounting  (RRMCG)","McGraw-Hill Publisher Rental",70,true,true,
"ACG","3101","0002","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260310177","Intermediate Accounting  (RRMCG)","McGraw-Hill Publisher Rental",70,true,true,
"ACG","3101","0002","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260481952","10th","9781260481976","Intermediate Accounting","McGraw-Hill",61.5,true,false,"180"
"ACG","3101","0002","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260481952","10th","9781260481976","Intermediate Accounting","McGraw-Hill",77.5,true,false,"360"
"ACG","3101","0002","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260481976","Intermediate Accounting","McGraw-Hill",100,true,false,
"ACG","3101","0003","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260310177","Intermediate Accounting  (RRMCG)","McGraw-Hill Publisher Rental",70,true,true,
"ACG","3101","0003","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260310177","Intermediate Accounting  (RRMCG)","McGraw-Hill Publisher Rental",70,true,true,
"ACG","3101","0003","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260481952","10th","9781260481976","Intermediate Accounting","McGraw-Hill",61.5,true,false,"180"
"ACG","3101","0003","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260481952","10th","9781260481976","Intermediate Accounting","McGraw-Hill",77.5,true,false,"360"
"ACG","3101","0003","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260481976","Intermediate Accounting","McGraw-Hill",100,true,false,
"ACG","3101","0004","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260310177","Intermediate Accounting  (RRMCG)","McGraw-Hill Publisher Rental",70,true,true,
"ACG","3101","0004","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260310177","Intermediate Accounting  (RRMCG)","McGraw-Hill Publisher Rental",70,true,true,
"ACG","3101","0004","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260481952","10th","9781260481976","Intermediate Accounting","McGraw-Hill",61.5,true,false,"180"
"ACG","3101","0004","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260481952","10th","9781260481976","Intermediate Accounting","McGraw-Hill",77.5,true,false,"360"
"ACG","3101","0004","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260481976","Intermediate Accounting","McGraw-Hill",100,true,false,
"ACG","3101","0005","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260310177","Intermediate Accounting  (RRMCG)","McGraw-Hill Publisher Rental",70,true,true,
"ACG","3101","0005","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260310177","Intermediate Accounting  (RRMCG)","McGraw-Hill Publisher Rental",70,true,true,
"ACG","3101","0005","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260481952","10th","9781260481976","Intermediate Accounting","McGraw-Hill",61.5,true,false,"180"
"ACG","3101","0005","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260481952","10th","9781260481976","Intermediate Accounting","McGraw-Hill",77.5,true,false,"360"
"ACG","3101","0005","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781260310177","10th","9781260481976","Intermediate Accounting","McGraw-Hill",100,true,false,
"ACG","3111","0001","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781259722660","9th","9781259722660","Intermediate Accounting (TEXT ONLY)","McGraw-Hill",362,false,true,
"ACG","3111","0001","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781259722660","9th","9781259722660","Intermediate Accounting (TEXT ONLY)","McGraw-Hill",289.6,true,true,
"ACG","3111","0001","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781259722660","9th","9781259722660","Intermediate Accounting (TEXT ONLY)","McGraw-Hill",144.8,true,true,
"ACG","3111","0001","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781259722660","9th","9781259722660","Intermediate Accounting (TEXT ONLY)","McGraw-Hill",271.5,false,true,
"ACG","3111","0001","Thomas","//bkstr.scene7.com/is/image/Bkstr/9781260029901","9th","9781260029932","Intermediate Accounting","McGraw-Hill",50.75,true,false,"180"
"ACG","3111","0001","Thomas","//bkstr.scene7.com/is/image/Bkstr/9781260029901","9th","9781260029932","Intermediate Accounting","McGraw-Hill",66.75,true,false,"360"
"ACG","3111","0001","Thomas","//bkstr.scene7.com/is/image/Bkstr/9781260029901","9th","9781260029932","Intermediate Accounting","McGraw-Hill",77.5,true,false,
"ACG","3111","0002","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781259722660","9th","9781259722660","Intermediate Accounting (TEXT ONLY)","McGraw-Hill",362,false,true,
"ACG","3111","0002","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781259722660","9th","9781259722660","Intermediate Accounting (TEXT ONLY)","McGraw-Hill",289.6,true,true,
"ACG","3111","0002","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781259722660","9th","9781259722660","Intermediate Accounting (TEXT ONLY)","McGraw-Hill",144.8,true,true,
"ACG","3111","0002","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781259722660","9th","9781259722660","Intermediate Accounting (TEXT ONLY)","McGraw-Hill",271.5,false,true,
"ACG","3111","0002","Thomas","//bkstr.scene7.com/is/image/Bkstr/9781260029901","9th","9781260029932","Intermediate Accounting","McGraw-Hill",50.75,true,false,"180"
"ACG","3111","0002","Thomas","//bkstr.scene7.com/is/image/Bkstr/9781260029901","9th","9781260029932","Intermediate Accounting","McGraw-Hill",66.75,true,false,"360"
"ACG","3111","0002","Thomas","//bkstr.scene7.com/is/image/Bkstr/9781260029901","9th","9781260029932","Intermediate Accounting","McGraw-Hill",77.5,true,false,
"ACG","3111","0003","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781259722660","9th","9781259722660","Intermediate Accounting (TEXT ONLY)","McGraw-Hill",362,false,true,
"ACG","3111","0003","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781259722660","9th","9781259722660","Intermediate Accounting (TEXT ONLY)","McGraw-Hill",289.6,true,true,
"ACG","3111","0003","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781259722660","9th","9781259722660","Intermediate Accounting (TEXT ONLY)","McGraw-Hill",144.8,true,true,
"ACG","3111","0003","Spiceland","//bkstr.scene7.com/is/image/Bkstr/9781259722660","9th","9781259722660","Intermediate Accounting (TEXT ONLY)","McGraw-Hill",271.5,false,true,
"ACG","3111","0003","Thomas","//bkstr.scene7.com/is/image/Bkstr/9781260029901","9th","9781260029932","Intermediate Accounting","McGraw-Hill",50.75,true,false,"180"
"ACG","3111","0003","Thomas","//bkstr.scene7.com/is/image/Bkstr/9781260029901","9th","9781260029932","Intermediate Accounting","McGraw-Hill",66.75,true,false,"360"
"ACG","3111","0003","Thomas","//bkstr.scene7.com/is/image/Bkstr/9781260029901","9th","9781260029932","Intermediate Accounting","McGraw-Hill",77.5,true,false,
"ACG","3171","0001","Target Packet - Greenberg","//bkstr.scene7.com/is/image/Bkstr/18488506","N/A",,"ACG 3171 Lecture Guidebook","TARGET PRINT AND MAIL (TLH)",21.25,false,true,
"ACG","3171","0002","Target Packet - Greenberg","//bkstr.scene7.com/is/image/Bkstr/18488506","N/A",,"ACG 3171 Lecture Guidebook","TARGET PRINT AND MAIL (TLH)",21.25,false,true,
"ACG","3331","0001","Target Packet - Greenberg","//bkstr.scene7.com/is/image/Bkstr/15558681","N/A",,"ACG 3331 Lecture Guidebook","TARGET PRINT AND MAIL (TLH)",20.5,false,true,
"ACG","3331","0001","Hilton","//bkstr.scene7.com/is/image/Bkstr/9781259727788","11th","9781259727795","Connect 1-Semester Online Access for Managerial Accounting: Creating Value in a Dynamic Business Environment","McGraw-Hill",175.5,true,false,"180"
"ACG","3331","0002","Target Packet - Greenberg","//bkstr.scene7.com/is/image/Bkstr/15558681","N/A",,"ACG 3331 Lecture Guidebook","TARGET PRINT AND MAIL (TLH)",20.5,false,true,
"ACG","3331","0002","Hilton","//bkstr.scene7.com/is/image/Bkstr/9781259727788","11th","9781259727795","Connect 1-Semester Online Access for Managerial Accounting: Creating Value in a Dynamic Business Environment","McGraw-Hill",175.5,true,false,"180"
"ACG","3341","0001","Datar","//bkstr.scene7.com/is/image/Bkstr/9780134476032","16th","9780134476032","Horngren's Cost Accounting (Loose Pages)(w/Out Access)","Pearson",220,false,true,
"ACG","3341","0001","Datar","//bkstr.scene7.com/is/image/Bkstr/9780134476032","16th","9780134476032","Horngren's Cost Accounting (Loose Pages)(w/Out Access)","Pearson",165,false,true,
"ACG","3341","0001","Rajan","//bkstr.scene7.com/is/image/Bkstr/9780134476032","16th","9780134475950","Horngren's Cost Accounting (Subscription)","Pearson",73.5,true,false,"180"
"ADE","5083","0001","Werner","//bkstr.scene7.com/is/image/Bkstr/9780538480994","6th","9780538480994","Human Resource Development","Cengage Learning",240,true,true,
"ADE","5083","0001","Werner","//bkstr.scene7.com/is/image/Bkstr/9780538480994","6th","9780538480994","Human Resource Development","Cengage Learning",120,true,true,
"ADE","5083","0001","Werner","//bkstr.scene7.com/is/image/Bkstr/9780538480994","6th","9780538480994","Human Resource Development","Cengage Learning",300,false,true,
"ADE","5083","0001","Werner","//bkstr.scene7.com/is/image/Bkstr/9780538480994","6th","9780538480994","Human Resource Development","Cengage Learning",225,false,true,
"ADE","5083","0001","DeSimone","//bkstr.scene7.com/is/image/Bkstr/9781133707479","6th","9781133707479","Human Resource Development","Cengage Learning",34.51,true,false,"120"
"ADE","5083","0001","DeSimone","//bkstr.scene7.com/is/image/Bkstr/9780538480994","6th","9781133707479","Human Resource Development","Cengage Learning",39.49,true,false,"180"
"ADE","5083","0001","DeSimone","//bkstr.scene7.com/is/image/Bkstr/9780538480994","6th","9781133707479","Human Resource Development","Cengage Learning",86.99,true,false,
"ADE","5083","0002","Werner","//bkstr.scene7.com/is/image/Bkstr/9780538480994","6th","9780538480994","Human Resource Development","Cengage Learning",240,true,true,
"ADE","5083","0002","Werner","//bkstr.scene7.com/is/image/Bkstr/9780538480994","6th","9780538480994","Human Resource Development","Cengage Learning",120,true,true,
"ADE","5083","0002","Werner","//bkstr.scene7.com/is/image/Bkstr/9780538480994","6th","9780538480994","Human Resource Development","Cengage Learning",300,false,true,
"ADE","5083","0002","Werner","//bkstr.scene7.com/is/image/Bkstr/9780538480994","6th","9780538480994","Human Resource Development","Cengage Learning",225,false,true,
"ADE","5083","0002","DeSimone","//bkstr.scene7.com/is/image/Bkstr/9781133707479","6th","9781133707479","Human Resource Development","Cengage Learning",34.51,true,false,"120"
"ADE","5083","0002","DeSimone","//bkstr.scene7.com/is/image/Bkstr/9780538480994","6th","9781133707479","Human Resource Development","Cengage Learning",39.49,true,false,"180"
"ADE","5083","0002","DeSimone","//bkstr.scene7.com/is/image/Bkstr/9780538480994","6th","9781133707479","Human Resource Development","Cengage Learning",86.99,true,false,
"ADV","3001","0001","Kelley","//bkstr.scene7.com/is/image/Bkstr/9780997308457","N/A","9780997308457","Advertising Strategy: A 360 Degree Brand Approach","Melvin & Leigh, Publishers",59.95,false,true,
"ADV","3001","0001","Kelley","//bkstr.scene7.com/is/image/Bkstr/9780997308457","N/A","9780997308457","Advertising Strategy: A 360 Degree Brand Approach","Melvin & Leigh, Publishers",45,false,true,
"ADV","3008","0001","Arens","//bkstr.scene7.com/is/image/Bkstr/9781264020713","N/A","9781264020713","Contemporary Advertising & Integrated Marketing Communications (LL)","McGraw-Hill Higher Education",164,false,true,
"ADV","3008","0001","Arens","//bkstr.scene7.com/is/image/Bkstr/9781259548154","15th","9781259548154","Contemporary Advertising (WorkBk)(Loose Pgs)","McGraw-Hill",170.75,false,true,
"ADV","3008","0001","Arens","//bkstr.scene7.com/is/image/Bkstr/9781259548154","15th","9781259737930","Contemporary Advertising","McGraw-Hill",56,true,false,"180"
"ADV","3008","0002","Arens","//bkstr.scene7.com/is/image/Bkstr/9781264020713","N/A","9781264020713","Contemporary Advertising & Integrated Marketing Communications (LL)","McGraw-Hill Higher Education",164,false,true,
"ADV","3008","0002","Arens","//bkstr.scene7.com/is/image/Bkstr/9781259548154","15th","9781259548154","Contemporary Advertising (WorkBk)(Loose Pgs)","McGraw-Hill",170.75,false,true,
"ADV","3008","0002","Arens","//bkstr.scene7.com/is/image/Bkstr/9781259548154","15th","9781259737930","Contemporary Advertising","McGraw-Hill",56,true,false,"180"
"ADV","3008","0003","Moriarty","//bkstr.scene7.com/is/image/Bkstr/9780134480435","11th","9780134480435","Advertising and IMC","Pearson Education",320,false,true,
"ADV","3008","0003","Moriarty","//bkstr.scene7.com/is/image/Bkstr/9780134480435","11th","9780134480435","Advertising and IMC","Pearson Education",240,false,true,
"ADV","3008","0003","Moriarty","//bkstr.scene7.com/is/image/Bkstr/9780134480435","11th","9780134480435","Advertising and IMC","Pearson Education",240,true,true,
"ADV","3008","0003","Moriarty","//bkstr.scene7.com/is/image/Bkstr/9780134480435","11th","9780134480435","Advertising and IMC","Pearson Education",128,true,true,
"ADV","3008","0003","Mitchell","//bkstr.scene7.com/is/image/Bkstr/9780134481685","11th","9780134481555","Advertising & IMC","Pearson",73.5,true,false,"180"
"ADV","3352","0001","Pember","//bkstr.scene7.com/is/image/Bkstr/9781260967852","21st","9781260967852","Mass Media Law","McGraw-Hill",46.75,true,false,"998"
"ADV","3410","0001","Korzenny","//bkstr.scene7.com/is/image/Bkstr/9781138917798","3rd","9781138917798","Hispanic Marketing","Routledge",50.95,false,true,
"ADV","3410","0001","Korzenny","//bkstr.scene7.com/is/image/Bkstr/9781138917798","3rd","9781138917798","Hispanic Marketing","Routledge",38.25,false,true,
"ADV","3410","0001","Korzenny","//bkstr.scene7.com/is/image/Bkstr/9781138917798","3rd","9781138917798","Hispanic Marketing","Routledge",38.21,true,true,
"ADV","3410","0001","Korzenny","//bkstr.scene7.com/is/image/Bkstr/9781138917798","3rd","9781138917798","Hispanic Marketing","Routledge",20.38,true,true,
"ADV","3410","0002","Korzenny","//bkstr.scene7.com/is/image/Bkstr/9781138917798","3rd","9781138917798","Hispanic Marketing","Routledge",50.95,false,true,
"ADV","3410","0002","Korzenny","//bkstr.scene7.com/is/image/Bkstr/9781138917798","3rd","9781138917798","Hispanic Marketing","Routledge",38.25,false,true,
"ADV","3410","0002","Korzenny","//bkstr.scene7.com/is/image/Bkstr/9781138917798","3rd","9781138917798","Hispanic Marketing","Routledge",38.21,true,true,
"ADV","3410","0002","Korzenny","//bkstr.scene7.com/is/image/Bkstr/9781138917798","3rd","9781138917798","Hispanic Marketing","Routledge",20.38,true,true,
"ADV","4411","0001","Morse","//bkstr.scene7.com/is/image/Bkstr/9780980174595","N/A","9780980174595","Multicultural Intelligence","Paramount Market Publishing, Incorporated",29.95,false,true,
"ADV","4411","0001","Morse","//bkstr.scene7.com/is/image/Bkstr/9780980174595","N/A","9780980174595","Multicultural Intelligence","Paramount Market Publishing, Incorporated",22.5,false,true,
"ADV","4411","0001","Morse","//bkstr.scene7.com/is/image/Bkstr/9780980174595","N/A","9780980174595","Multicultural Intelligence","Paramount Market Publishing, Incorporated",22.46,true,true,
"ADV","4411","0001","Morse","//bkstr.scene7.com/is/image/Bkstr/9780980174595","N/A","9780980174595","Multicultural Intelligence","Paramount Market Publishing, Incorporated",11.98,true,true,
"ADV","4411","0001","Mueller","//bkstr.scene7.com/is/image/Bkstr/9780820481197","N/A","9780820481197","Communicating with the Multicultural Consumer","Peter Lang Publishing, (EMAIL ORDERS ONLY)",51.95,false,true,
"ADV","4411","0001","Mueller","//bkstr.scene7.com/is/image/Bkstr/9780820481197","N/A","9780820481197","Communicating with the Multicultural Consumer","Peter Lang Publishing, (EMAIL ORDERS ONLY)",39,false,true,
"ADV","4411","0001","Mueller","//bkstr.scene7.com/is/image/Bkstr/9780820481197","N/A","9780820481197","Communicating with the Multicultural Consumer","Peter Lang Publishing, (EMAIL ORDERS ONLY)",38.96,true,true,
"ADV","4411","0001","Mueller","//bkstr.scene7.com/is/image/Bkstr/9780820481197","N/A","9780820481197","Communicating with the Multicultural Consumer","Peter Lang Publishing, (EMAIL ORDERS ONLY)",20.78,true,true,
"ADV","4411","0002","Mueller","//bkstr.scene7.com/is/image/Bkstr/9780820481197","N/A","9780820481197","Communicating with the Multicultural Consumer","Peter Lang Publishing, (EMAIL ORDERS ONLY)",51.95,false,true,
"ADV","4411","0002","Mueller","//bkstr.scene7.com/is/image/Bkstr/9780820481197","N/A","9780820481197","Communicating with the Multicultural Consumer","Peter Lang Publishing, (EMAIL ORDERS ONLY)",39,false,true,
"ADV","4411","0002","Mueller","//bkstr.scene7.com/is/image/Bkstr/9780820481197","N/A","9780820481197","Communicating with the Multicultural Consumer","Peter Lang Publishing, (EMAIL ORDERS ONLY)",38.96,true,true,
"ADV","4411","0002","Mueller","//bkstr.scene7.com/is/image/Bkstr/9780820481197","N/A","9780820481197","Communicating with the Multicultural Consumer","Peter Lang Publishing, (EMAIL ORDERS ONLY)",20.78,true,true,
"ADV","4411","0002","Morse","//bkstr.scene7.com/is/image/Bkstr/9780980174595","N/A","9780980174595","Multicultural Intelligence","Paramount Market Publishing, Incorporated",29.95,false,true,
"ADV","4411","0002","Morse","//bkstr.scene7.com/is/image/Bkstr/9780980174595","N/A","9780980174595","Multicultural Intelligence","Paramount Market Publishing, Incorporated",22.5,false,true,
"ADV","4411","0002","Morse","//bkstr.scene7.com/is/image/Bkstr/9780980174595","N/A","9780980174595","Multicultural Intelligence","Paramount Market Publishing, Incorporated",22.46,true,true,
"ADV","4411","0002","Morse","//bkstr.scene7.com/is/image/Bkstr/9780980174595","N/A","9780980174595","Multicultural Intelligence","Paramount Market Publishing, Incorporated",11.98,true,true,
"ADV","4603","0001","Avery","//bkstr.scene7.com/is/image/Bkstr/9780978663858","N/A","9780978663858","Algorithms of Strategy","Melvin & Leigh, Publishers",49.95,false,true,
"ADV","4603","0001","Avery","//bkstr.scene7.com/is/image/Bkstr/9780978663858","N/A","9780978663858","Algorithms of Strategy","Melvin & Leigh, Publishers",37.5,false,true,
"ADV","4603","0001","Kelley","//bkstr.scene7.com/is/image/Bkstr/9780765640369","3rd","9780765640369","Advertising Account Planning","Routledge",76.95,false,true,
"ADV","4603","0001","Kelley","//bkstr.scene7.com/is/image/Bkstr/9780765640369","3rd","9780765640369","Advertising Account Planning","Routledge",57.75,false,true,
"ADV","4603","0001","Kelley","//bkstr.scene7.com/is/image/Bkstr/9780765640369","3rd","9780765640369","Advertising Account Planning","Routledge",61.56,true,true,
"ADV","4603","0001","Kelley","//bkstr.scene7.com/is/image/Bkstr/9780765640369","3rd","9780765640369","Advertising Account Planning","Routledge",30.78,true,true,
"ADV","5007","0001","Belch","//bkstr.scene7.com/is/image/Bkstr/9781259548147","11th","9781259548147","Advertising & Promotion","McGraw-Hill",312.75,false,true,
"ADV","5007","0001","Belch","//bkstr.scene7.com/is/image/Bkstr/9781259548147","11th","9781259548147","Advertising & Promotion","McGraw-Hill",234.75,false,true,
"ADV","5007","0001","Belch","//bkstr.scene7.com/is/image/Bkstr/9781259548147","11th","9781259548147","Advertising & Promotion","McGraw-Hill",125.1,true,true,
"ADV","5007","0001","Belch","//bkstr.scene7.com/is/image/Bkstr/9781260152302","11th","9781259900266","Advertising and Promotion: An Integrated Marketing Communications Perspective","McGraw-Hill",56,true,false,"180"
"ADV","5007","0001","Belch","//bkstr.scene7.com/is/image/Bkstr/9781260152302","11th","9781259900266","Advertising and Promotion: An Integrated Marketing Communications Perspective","McGraw-Hill",72,true,false,"360"
"ADV","5007","0001","Belch","//bkstr.scene7.com/is/image/Bkstr/9781260152302","11th","9781259900266","Advertising and Promotion: An Integrated Marketing Communications Perspective","McGraw-Hill",89.5,true,false,
"ADV","5415","0001","Korzenny","//bkstr.scene7.com/is/image/Bkstr/9781138917798","3rd","9781138917798","Hispanic Marketing","Routledge",50.95,false,true,
"ADV","5415","0001","Korzenny","//bkstr.scene7.com/is/image/Bkstr/9781138917798","3rd","9781138917798","Hispanic Marketing","Routledge",38.25,false,true,
"ADV","5415","0001","Korzenny","//bkstr.scene7.com/is/image/Bkstr/9781138917798","3rd","9781138917798","Hispanic Marketing","Routledge",38.21,true,true,
"ADV","5415","0001","Korzenny","//bkstr.scene7.com/is/image/Bkstr/9781138917798","3rd","9781138917798","Hispanic Marketing","Routledge",20.38,true,true,
"ADV","5503","0001","Kardes","//bkstr.scene7.com/is/image/Bkstr/9781133587675","2nd","9781133587675","Consumer Behavior","Cengage Learning",187.5,false,true,
"ADV","5503","0001","Kardes","//bkstr.scene7.com/is/image/Bkstr/9781133587675","2nd","9781133587675","Consumer Behavior","Cengage Learning",100,true,true,
"ADV","5503","0001","Cline","//bkstr.scene7.com/is/image/Bkstr/9781305161689","2nd","9781305161689","Consumer Behavior","Cengage Learning",34.51,true,false,"120"
"ADV","5503","0001","Cline","//bkstr.scene7.com/is/image/Bkstr/9781133587675","2nd","9781305161689","Consumer Behavior","Cengage Learning",39.49,true,false,"180"
"ADV","5503","0001","Cline","//bkstr.scene7.com/is/image/Bkstr/9781133587675","2nd","9781305161689","Consumer Behavior","Cengage Learning",86.99,true,false,
"ADV","5605","0001","Avery","//bkstr.scene7.com/is/image/Bkstr/9780978663858","N/A","9780978663858","Algorithms of Strategy","Melvin & Leigh, Publishers",49.95,false,true,
"ADV","5605","0001","Avery","//bkstr.scene7.com/is/image/Bkstr/9780978663858","N/A","9780978663858","Algorithms of Strategy","Melvin & Leigh, Publishers",37.5,false,true,
"AFA","2000","0001","Karenga","//bkstr.scene7.com/is/image/Bkstr/9780943412306","4th","9780943412306","Intro to Black Studies","University of Sankore Press",50,false,true,
"AMH","2020","0001","Rodriguez","//bkstr.scene7.com/is/image/Bkstr/9780553272932","N/A","9780553272932","Hunger of Memory (Rack Size)","Bantam Books",7.99,false,true,
"AMH","2020","0001","Rodriguez","//bkstr.scene7.com/is/image/Bkstr/9780553272932","N/A","9780553272932","Hunger of Memory (Rack Size)","Bantam Books",5.19,true,true,
"AMH","2020","0001","Rodriguez","//bkstr.scene7.com/is/image/Bkstr/9780553272932","N/A","9780553272932","Hunger of Memory (Rack Size)","Bantam Books",3.2,true,true,
"AMH","2020","0001","Rodriguez","//bkstr.scene7.com/is/image/Bkstr/9780553272932","N/A","9780553272932","Hunger of Memory (Rack Size)","Bantam Books",6,false,true,
"AMH","2020","0001","Moore","//bkstr.scene7.com/is/image/Bkstr/9780385528207","N/A","9780385528207","Other Wes Moore","Spiegel & Grau",17,false,true,
"AMH","2020","0001","Moore","//bkstr.scene7.com/is/image/Bkstr/9780385528207","N/A","9780385528207","Other Wes Moore","Spiegel & Grau",11.9,true,true,
"AMH","2020","0001","Moore","//bkstr.scene7.com/is/image/Bkstr/9780385528207","N/A","9780385528207","Other Wes Moore","Spiegel & Grau",12.75,false,true,
"AMH","2020","0001","Moss","//bkstr.scene7.com/is/image/Bkstr/9780743202190","N/A","9780743202190","Change Me Into Zeus's Daughter","Simon & Schuster",8,true,true,
"AMH","2020","0001","Moss","//bkstr.scene7.com/is/image/Bkstr/9780743202190","N/A","9780743202190","Change Me Into Zeus's Daughter","Simon & Schuster",15,false,true,
"AMH","2020","0001","Vance","//bkstr.scene7.com/is/image/Bkstr/9780062300553","N/A","9780062300553","Hillbilly Elegy","Harper Collins Publishers",16.99,false,true,
"AMH","2020","0001","Vance","//bkstr.scene7.com/is/image/Bkstr/9780062300553","N/A","9780062300553","Hillbilly Elegy","Harper Collins Publishers",9.34,true,true,
"AMH","2020","0001","Vance","//bkstr.scene7.com/is/image/Bkstr/9780062300553","N/A","9780062300553","Hillbilly Elegy","Harper Collins Publishers",6.8,true,true,
"AMH","2020","0001","Vance","//bkstr.scene7.com/is/image/Bkstr/9780062300553","N/A","9780062300553","Hillbilly Elegy","Harper Collins Publishers",12.75,false,true,
"AMH","2020","0001","Moody","//bkstr.scene7.com/is/image/Bkstr/9780440314882","N/A","9780440314882","Coming of Age in Mississippi","Dell Publishing",7.99,false,true,
"AMH","2020","0001","Moody","//bkstr.scene7.com/is/image/Bkstr/9780440314882","N/A","9780440314882","Coming of Age in Mississippi","Dell Publishing",5.59,true,true,
